"STATISTIC Label","Year","Age Group","Sex","Inward or Outward Flow","UNIT","VALUE"
"Estimated Migration (Persons in April)","2015","65 years and over","Female","Immigrants: All origins","Thousand","1.9"
"Estimated Migration (Persons in April)","2016","All ages","Both sexes","Net migration","Thousand","16.2"
"Estimated Migration (Persons in April)","2016","All ages","Both sexes","Emigrants: All destinations","Thousand","66.2"
"Estimated Migration (Persons in April)","2016","All ages","Both sexes","Immigrants: All origins","Thousand","82.3"
"Estimated Migration (Persons in April)","2016","All ages","Male","Net migration","Thousand","10.1"
"Estimated Migration (Persons in April)","2016","All ages","Male","Emigrants: All destinations","Thousand","31"
"Estimated Migration (Persons in April)","2016","All ages","Male","Immigrants: All origins","Thousand","41.2"
"Estimated Migration (Persons in April)","2016","All ages","Female","Net migration","Thousand","6"
"Estimated Migration (Persons in April)","2016","All ages","Female","Emigrants: All destinations","Thousand","35.1"
"Estimated Migration (Persons in April)","2016","All ages","Female","Immigrants: All origins","Thousand","41.2"
"Estimated Migration (Persons in April)","2016","0 - 14 years","Both sexes","Net migration","Thousand","-0.3"
"Estimated Migration (Persons in April)","2016","0 - 14 years","Both sexes","Emigrants: All destinations","Thousand","10.2"
"Estimated Migration (Persons in April)","2016","0 - 14 years","Both sexes","Immigrants: All origins","Thousand","9.9"
"Estimated Migration (Persons in April)","2016","0 - 14 years","Male","Net migration","Thousand","0.3"
"Estimated Migration (Persons in April)","2016","0 - 14 years","Male","Emigrants: All destinations","Thousand","4.7"
"Estimated Migration (Persons in April)","2016","0 - 14 years","Male","Immigrants: All origins","Thousand","5"
"Estimated Migration (Persons in April)","2016","0 - 14 years","Female","Net migration","Thousand","-0.6"
"Estimated Migration (Persons in April)","2016","0 - 14 years","Female","Emigrants: All destinations","Thousand","5.5"
"Estimated Migration (Persons in April)","2016","0 - 14 years","Female","Immigrants: All origins","Thousand","4.9"
"Estimated Migration (Persons in April)","2016","15 - 24 years","Both sexes","Net migration","Thousand","-0.1"
"Estimated Migration (Persons in April)","2016","15 - 24 years","Both sexes","Emigrants: All destinations","Thousand","18.3"
"Estimated Migration (Persons in April)","2016","15 - 24 years","Both sexes","Immigrants: All origins","Thousand","18.2"
"Estimated Migration (Persons in April)","2016","15 - 24 years","Male","Net migration","Thousand","-1.5"
"Estimated Migration (Persons in April)","2016","15 - 24 years","Male","Emigrants: All destinations","Thousand","9.5"
"Estimated Migration (Persons in April)","2016","15 - 24 years","Male","Immigrants: All origins","Thousand","8"
"Estimated Migration (Persons in April)","2016","15 - 24 years","Female","Net migration","Thousand","1.4"
"Estimated Migration (Persons in April)","2016","15 - 24 years","Female","Emigrants: All destinations","Thousand","8.8"
"Estimated Migration (Persons in April)","2016","15 - 24 years","Female","Immigrants: All origins","Thousand","10.2"
"Estimated Migration (Persons in April)","2016","25 - 44 years","Both sexes","Net migration","Thousand","13.5"
"Estimated Migration (Persons in April)","2016","25 - 44 years","Both sexes","Emigrants: All destinations","Thousand","31.3"
"Estimated Migration (Persons in April)","2016","25 - 44 years","Both sexes","Immigrants: All origins","Thousand","44.7"
"Estimated Migration (Persons in April)","2016","25 - 44 years","Male","Net migration","Thousand","9.2"
"Estimated Migration (Persons in April)","2016","25 - 44 years","Male","Emigrants: All destinations","Thousand","13.9"
"Estimated Migration (Persons in April)","2016","25 - 44 years","Male","Immigrants: All origins","Thousand","23.1"
"Estimated Migration (Persons in April)","2016","25 - 44 years","Female","Net migration","Thousand","4.3"
"Estimated Migration (Persons in April)","2016","25 - 44 years","Female","Emigrants: All destinations","Thousand","17.4"
"Estimated Migration (Persons in April)","2016","25 - 44 years","Female","Immigrants: All origins","Thousand","21.6"
"Estimated Migration (Persons in April)","2016","45 - 64 years","Both sexes","Net migration","Thousand","2.5"
"Estimated Migration (Persons in April)","2016","45 - 64 years","Both sexes","Emigrants: All destinations","Thousand","4.6"
"Estimated Migration (Persons in April)","2016","45 - 64 years","Both sexes","Immigrants: All origins","Thousand","7.1"
"Estimated Migration (Persons in April)","2016","45 - 64 years","Male","Net migration","Thousand","1.8"
"Estimated Migration (Persons in April)","2016","45 - 64 years","Male","Emigrants: All destinations","Thousand","2.2"
"Estimated Migration (Persons in April)","2016","45 - 64 years","Male","Immigrants: All origins","Thousand","4"
"Estimated Migration (Persons in April)","2016","45 - 64 years","Female","Net migration","Thousand","0.7"
"Estimated Migration (Persons in April)","2016","45 - 64 years","Female","Emigrants: All destinations","Thousand","2.4"
"Estimated Migration (Persons in April)","2016","45 - 64 years","Female","Immigrants: All origins","Thousand","3.1"
"Estimated Migration (Persons in April)","2016","65 years and over","Both sexes","Net migration","Thousand","0.7"
"Estimated Migration (Persons in April)","2016","65 years and over","Both sexes","Emigrants: All destinations","Thousand","1.7"
"Estimated Migration (Persons in April)","2016","65 years and over","Both sexes","Immigrants: All origins","Thousand","2.4"
"Estimated Migration (Persons in April)","2016","65 years and over","Male","Net migration","Thousand","0.4"
"Estimated Migration (Persons in April)","2016","65 years and over","Male","Emigrants: All destinations","Thousand","0.7"
"Estimated Migration (Persons in April)","2016","65 years and over","Male","Immigrants: All origins","Thousand","1.1"
"Estimated Migration (Persons in April)","2016","65 years and over","Female","Net migration","Thousand","0.3"
"Estimated Migration (Persons in April)","2016","65 years and over","Female","Emigrants: All destinations","Thousand","1"
"Estimated Migration (Persons in April)","2016","65 years and over","Female","Immigrants: All origins","Thousand","1.3"
"Estimated Migration (Persons in April)","2017","All ages","Both sexes","Net migration","Thousand","39.2"
"Estimated Migration (Persons in April)","2017","All ages","Both sexes","Emigrants: All destinations","Thousand","56.1"
"Estimated Migration (Persons in April)","2017","All ages","Both sexes","Immigrants: All origins","Thousand","95.3"
"Estimated Migration (Persons in April)","2017","All ages","Male","Net migration","Thousand","17.7"
"Estimated Migration (Persons in April)","2017","All ages","Male","Emigrants: All destinations","Thousand","29.5"
"Estimated Migration (Persons in April)","2017","All ages","Male","Immigrants: All origins","Thousand","47.3"
"Estimated Migration (Persons in April)","2017","All ages","Female","Net migration","Thousand","21.4"
"Estimated Migration (Persons in April)","2017","All ages","Female","Emigrants: All destinations","Thousand","26.6"
"Estimated Migration (Persons in April)","2017","All ages","Female","Immigrants: All origins","Thousand","48"
"Estimated Migration (Persons in April)","2017","0 - 14 years","Both sexes","Net migration","Thousand","4.4"
"Estimated Migration (Persons in April)","2017","0 - 14 years","Both sexes","Emigrants: All destinations","Thousand","6"
"Estimated Migration (Persons in April)","2017","0 - 14 years","Both sexes","Immigrants: All origins","Thousand","10.4"
"Estimated Migration (Persons in April)","2017","0 - 14 years","Male","Net migration","Thousand","1.8"
"Estimated Migration (Persons in April)","2017","0 - 14 years","Male","Emigrants: All destinations","Thousand","3.1"
"Estimated Migration (Persons in April)","2017","0 - 14 years","Male","Immigrants: All origins","Thousand","4.9"
"Estimated Migration (Persons in April)","2017","0 - 14 years","Female","Net migration","Thousand","2.7"
"Estimated Migration (Persons in April)","2017","0 - 14 years","Female","Emigrants: All destinations","Thousand","2.9"
"Estimated Migration (Persons in April)","2017","0 - 14 years","Female","Immigrants: All origins","Thousand","5.5"
"Estimated Migration (Persons in April)","2017","15 - 24 years","Both sexes","Net migration","Thousand","4.6"
"Estimated Migration (Persons in April)","2017","15 - 24 years","Both sexes","Emigrants: All destinations","Thousand","14.9"
"Estimated Migration (Persons in April)","2017","15 - 24 years","Both sexes","Immigrants: All origins","Thousand","19.5"
"Estimated Migration (Persons in April)","2017","15 - 24 years","Male","Net migration","Thousand","1.9"
"Estimated Migration (Persons in April)","2017","15 - 24 years","Male","Emigrants: All destinations","Thousand","7.2"
"Estimated Migration (Persons in April)","2017","15 - 24 years","Male","Immigrants: All origins","Thousand","9.1"
"Estimated Migration (Persons in April)","2017","15 - 24 years","Female","Net migration","Thousand","2.8"
"Estimated Migration (Persons in April)","2017","15 - 24 years","Female","Emigrants: All destinations","Thousand","7.6"
"Estimated Migration (Persons in April)","2017","15 - 24 years","Female","Immigrants: All origins","Thousand","10.4"
"Estimated Migration (Persons in April)","2017","25 - 44 years","Both sexes","Net migration","Thousand","18"
"Estimated Migration (Persons in April)","2017","25 - 44 years","Both sexes","Emigrants: All destinations","Thousand","31.2"
"Estimated Migration (Persons in April)","2017","25 - 44 years","Both sexes","Immigrants: All origins","Thousand","49.2"
"Estimated Migration (Persons in April)","2017","25 - 44 years","Male","Net migration","Thousand","8.6"
"Estimated Migration (Persons in April)","2017","25 - 44 years","Male","Emigrants: All destinations","Thousand","16.6"
"Estimated Migration (Persons in April)","2017","25 - 44 years","Male","Immigrants: All origins","Thousand","25.1"
"Estimated Migration (Persons in April)","2017","25 - 44 years","Female","Net migration","Thousand","9.4"
"Estimated Migration (Persons in April)","2017","25 - 44 years","Female","Emigrants: All destinations","Thousand","14.7"
"Estimated Migration (Persons in April)","2017","25 - 44 years","Female","Immigrants: All origins","Thousand","24.1"
"Estimated Migration (Persons in April)","2017","45 - 64 years","Both sexes","Net migration","Thousand","8.7"
"Estimated Migration (Persons in April)","2017","45 - 64 years","Both sexes","Emigrants: All destinations","Thousand","2.8"
"Estimated Migration (Persons in April)","2017","45 - 64 years","Both sexes","Immigrants: All origins","Thousand","11.5"
"Estimated Migration (Persons in April)","2017","45 - 64 years","Male","Net migration","Thousand","3.9"
"Estimated Migration (Persons in April)","2017","45 - 64 years","Male","Emigrants: All destinations","Thousand","1.9"
"Estimated Migration (Persons in April)","2017","45 - 64 years","Male","Immigrants: All origins","Thousand","5.9"
"Estimated Migration (Persons in April)","2017","45 - 64 years","Female","Net migration","Thousand","4.8"
"Estimated Migration (Persons in April)","2017","45 - 64 years","Female","Emigrants: All destinations","Thousand","0.9"
"Estimated Migration (Persons in April)","2017","45 - 64 years","Female","Immigrants: All origins","Thousand","5.7"
"Estimated Migration (Persons in April)","2017","65 years and over","Both sexes","Net migration","Thousand","3.4"
"Estimated Migration (Persons in April)","2017","65 years and over","Both sexes","Emigrants: All destinations","Thousand","1.2"
"Estimated Migration (Persons in April)","2017","65 years and over","Both sexes","Immigrants: All origins","Thousand","4.6"
"Estimated Migration (Persons in April)","2017","65 years and over","Male","Net migration","Thousand","1.6"
"Estimated Migration (Persons in April)","2017","65 years and over","Male","Emigrants: All destinations","Thousand","0.7"
"Estimated Migration (Persons in April)","2017","65 years and over","Male","Immigrants: All origins","Thousand","2.3"
"Estimated Migration (Persons in April)","2017","65 years and over","Female","Net migration","Thousand","1.8"
"Estimated Migration (Persons in April)","2017","65 years and over","Female","Emigrants: All destinations","Thousand","0.5"
"Estimated Migration (Persons in April)","2017","65 years and over","Female","Immigrants: All origins","Thousand","2.3"
"Estimated Migration (Persons in April)","2018","All ages","Both sexes","Net migration","Thousand","44.4"
"Estimated Migration (Persons in April)","2018","All ages","Both sexes","Emigrants: All destinations","Thousand","51.6"
"Estimated Migration (Persons in April)","2018","All ages","Both sexes","Immigrants: All origins","Thousand","96"
"Estimated Migration (Persons in April)","2018","All ages","Male","Net migration","Thousand","23.3"
"Estimated Migration (Persons in April)","2018","All ages","Male","Emigrants: All destinations","Thousand","24"
"Estimated Migration (Persons in April)","2018","All ages","Male","Immigrants: All origins","Thousand","47.3"
"Estimated Migration (Persons in April)","2018","All ages","Female","Net migration","Thousand","21.1"
"Estimated Migration (Persons in April)","2018","All ages","Female","Emigrants: All destinations","Thousand","27.6"
"Estimated Migration (Persons in April)","2018","All ages","Female","Immigrants: All origins","Thousand","48.7"
"Estimated Migration (Persons in April)","2018","0 - 14 years","Both sexes","Net migration","Thousand","6.4"
"Estimated Migration (Persons in April)","2018","0 - 14 years","Both sexes","Emigrants: All destinations","Thousand","5.3"
"Estimated Migration (Persons in April)","2018","0 - 14 years","Both sexes","Immigrants: All origins","Thousand","11.6"
"Estimated Migration (Persons in April)","2018","0 - 14 years","Male","Net migration","Thousand","3.7"
"Estimated Migration (Persons in April)","2018","0 - 14 years","Male","Emigrants: All destinations","Thousand","2.2"
"Estimated Migration (Persons in April)","2018","0 - 14 years","Male","Immigrants: All origins","Thousand","5.9"
"Estimated Migration (Persons in April)","2018","0 - 14 years","Female","Net migration","Thousand","2.7"
"Estimated Migration (Persons in April)","2018","0 - 14 years","Female","Emigrants: All destinations","Thousand","3"
"Estimated Migration (Persons in April)","2018","0 - 14 years","Female","Immigrants: All origins","Thousand","5.7"
"Estimated Migration (Persons in April)","2018","15 - 24 years","Both sexes","Net migration","Thousand","12.9"
"Estimated Migration (Persons in April)","2018","15 - 24 years","Both sexes","Emigrants: All destinations","Thousand","11.8"
"Estimated Migration (Persons in April)","2018","15 - 24 years","Both sexes","Immigrants: All origins","Thousand","24.7"
"Estimated Migration (Persons in April)","2018","15 - 24 years","Male","Net migration","Thousand","6.6"
"Estimated Migration (Persons in April)","2018","15 - 24 years","Male","Emigrants: All destinations","Thousand","5.2"
"Estimated Migration (Persons in April)","2018","15 - 24 years","Male","Immigrants: All origins","Thousand","11.7"
"Estimated Migration (Persons in April)","2018","15 - 24 years","Female","Net migration","Thousand","6.4"
"Estimated Migration (Persons in April)","2018","15 - 24 years","Female","Emigrants: All destinations","Thousand","6.6"
"Estimated Migration (Persons in April)","2018","15 - 24 years","Female","Immigrants: All origins","Thousand","12.9"
"Estimated Migration (Persons in April)","2018","25 - 44 years","Both sexes","Net migration","Thousand","18.9"
"Estimated Migration (Persons in April)","2018","25 - 44 years","Both sexes","Emigrants: All destinations","Thousand","26.7"
"Estimated Migration (Persons in April)","2018","25 - 44 years","Both sexes","Immigrants: All origins","Thousand","45.5"
"Estimated Migration (Persons in April)","2018","25 - 44 years","Male","Net migration","Thousand","9.6"
"Estimated Migration (Persons in April)","2018","25 - 44 years","Male","Emigrants: All destinations","Thousand","12.9"
"Estimated Migration (Persons in April)","2018","25 - 44 years","Male","Immigrants: All origins","Thousand","22.5"
"Estimated Migration (Persons in April)","2018","25 - 44 years","Female","Net migration","Thousand","9.3"
"Estimated Migration (Persons in April)","2018","25 - 44 years","Female","Emigrants: All destinations","Thousand","13.8"
"Estimated Migration (Persons in April)","2018","25 - 44 years","Female","Immigrants: All origins","Thousand","23.1"
"Estimated Migration (Persons in April)","2018","45 - 64 years","Both sexes","Net migration","Thousand","3"
"Estimated Migration (Persons in April)","2018","45 - 64 years","Both sexes","Emigrants: All destinations","Thousand","6.5"
"Estimated Migration (Persons in April)","2018","45 - 64 years","Both sexes","Immigrants: All origins","Thousand","9.5"
"Estimated Migration (Persons in April)","2018","45 - 64 years","Male","Net migration","Thousand","1.7"
"Estimated Migration (Persons in April)","2018","45 - 64 years","Male","Emigrants: All destinations","Thousand","3.1"
"Estimated Migration (Persons in April)","2018","45 - 64 years","Male","Immigrants: All origins","Thousand","4.8"
"Estimated Migration (Persons in April)","2018","45 - 64 years","Female","Net migration","Thousand","1.2"
"Estimated Migration (Persons in April)","2018","45 - 64 years","Female","Emigrants: All destinations","Thousand","3.5"
"Estimated Migration (Persons in April)","2018","45 - 64 years","Female","Immigrants: All origins","Thousand","4.7"
"Estimated Migration (Persons in April)","2018","65 years and over","Both sexes","Net migration","Thousand","3.2"
"Estimated Migration (Persons in April)","2018","65 years and over","Both sexes","Emigrants: All destinations","Thousand","1.4"
"Estimated Migration (Persons in April)","2018","65 years and over","Both sexes","Immigrants: All origins","Thousand","4.7"
"Estimated Migration (Persons in April)","2018","65 years and over","Male","Net migration","Thousand","1.8"
"Estimated Migration (Persons in April)","2018","65 years and over","Male","Emigrants: All destinations","Thousand","0.7"
"Estimated Migration (Persons in April)","2018","65 years and over","Male","Immigrants: All origins","Thousand","2.4"
"Estimated Migration (Persons in April)","2018","65 years and over","Female","Net migration","Thousand","1.5"
"Estimated Migration (Persons in April)","2018","65 years and over","Female","Emigrants: All destinations","Thousand","0.8"
"Estimated Migration (Persons in April)","2018","65 years and over","Female","Immigrants: All origins","Thousand","2.2"
"Estimated Migration (Persons in April)","2019","All ages","Both sexes","Net migration","Thousand","44"
"Estimated Migration (Persons in April)","2019","All ages","Both sexes","Emigrants: All destinations","Thousand","53.1"
"Estimated Migration (Persons in April)","2019","All ages","Both sexes","Immigrants: All origins","Thousand","97.1"
"Estimated Migration (Persons in April)","2019","All ages","Male","Net migration","Thousand","22.1"
"Estimated Migration (Persons in April)","2019","All ages","Male","Emigrants: All destinations","Thousand","26.9"
"Estimated Migration (Persons in April)","2019","All ages","Male","Immigrants: All origins","Thousand","49"
"Estimated Migration (Persons in April)","2019","All ages","Female","Net migration","Thousand","21.9"
"Estimated Migration (Persons in April)","2019","All ages","Female","Emigrants: All destinations","Thousand","26.2"
"Estimated Migration (Persons in April)","2019","All ages","Female","Immigrants: All origins","Thousand","48.1"
"Estimated Migration (Persons in April)","2019","0 - 14 years","Both sexes","Net migration","Thousand","5.7"
"Estimated Migration (Persons in April)","2019","0 - 14 years","Both sexes","Emigrants: All destinations","Thousand","5.3"
"Estimated Migration (Persons in April)","2019","0 - 14 years","Both sexes","Immigrants: All origins","Thousand","11.1"
"Estimated Migration (Persons in April)","2019","0 - 14 years","Male","Net migration","Thousand","3.8"
"Estimated Migration (Persons in April)","2019","0 - 14 years","Male","Emigrants: All destinations","Thousand","2.5"
"Estimated Migration (Persons in April)","2019","0 - 14 years","Male","Immigrants: All origins","Thousand","6.3"
"Estimated Migration (Persons in April)","2019","0 - 14 years","Female","Net migration","Thousand","1.9"
"Estimated Migration (Persons in April)","2019","0 - 14 years","Female","Emigrants: All destinations","Thousand","2.9"
"Estimated Migration (Persons in April)","2019","0 - 14 years","Female","Immigrants: All origins","Thousand","4.8"
"Estimated Migration (Persons in April)","2019","15 - 24 years","Both sexes","Net migration","Thousand","5.1"
"Estimated Migration (Persons in April)","2019","15 - 24 years","Both sexes","Emigrants: All destinations","Thousand","17.2"
"Estimated Migration (Persons in April)","2019","15 - 24 years","Both sexes","Immigrants: All origins","Thousand","22.2"
"Estimated Migration (Persons in April)","2019","15 - 24 years","Male","Net migration","Thousand","1.2"
"Estimated Migration (Persons in April)","2019","15 - 24 years","Male","Emigrants: All destinations","Thousand","8.5"
"Estimated Migration (Persons in April)","2019","15 - 24 years","Male","Immigrants: All origins","Thousand","9.7"
"Estimated Migration (Persons in April)","2019","15 - 24 years","Female","Net migration","Thousand","3.9"
"Estimated Migration (Persons in April)","2019","15 - 24 years","Female","Emigrants: All destinations","Thousand","8.7"
"Estimated Migration (Persons in April)","2019","15 - 24 years","Female","Immigrants: All origins","Thousand","12.5"
"Estimated Migration (Persons in April)","2019","25 - 44 years","Both sexes","Net migration","Thousand","23"
"Estimated Migration (Persons in April)","2019","25 - 44 years","Both sexes","Emigrants: All destinations","Thousand","25.8"
"Estimated Migration (Persons in April)","2019","25 - 44 years","Both sexes","Immigrants: All origins","Thousand","48.8"
"Estimated Migration (Persons in April)","2019","25 - 44 years","Male","Net migration","Thousand","11.9"
"Estimated Migration (Persons in April)","2019","25 - 44 years","Male","Emigrants: All destinations","Thousand","13.9"
"Estimated Migration (Persons in April)","2019","25 - 44 years","Male","Immigrants: All origins","Thousand","25.8"
"Estimated Migration (Persons in April)","2019","25 - 44 years","Female","Net migration","Thousand","11.1"
"Estimated Migration (Persons in April)","2019","25 - 44 years","Female","Emigrants: All destinations","Thousand","12"
"Estimated Migration (Persons in April)","2019","25 - 44 years","Female","Immigrants: All origins","Thousand","23.1"
"Estimated Migration (Persons in April)","2019","45 - 64 years","Both sexes","Net migration","Thousand","7.4"
"Estimated Migration (Persons in April)","2019","45 - 64 years","Both sexes","Emigrants: All destinations","Thousand","3.4"
"Estimated Migration (Persons in April)","2019","45 - 64 years","Both sexes","Immigrants: All origins","Thousand","10.8"
"Estimated Migration (Persons in April)","2019","45 - 64 years","Male","Net migration","Thousand","4"
"Estimated Migration (Persons in April)","2019","45 - 64 years","Male","Emigrants: All destinations","Thousand","1.6"
"Estimated Migration (Persons in April)","2019","45 - 64 years","Male","Immigrants: All origins","Thousand","5.5"
"Estimated Migration (Persons in April)","2019","45 - 64 years","Female","Net migration","Thousand","3.4"
"Estimated Migration (Persons in April)","2019","45 - 64 years","Female","Emigrants: All destinations","Thousand","1.9"
"Estimated Migration (Persons in April)","2019","45 - 64 years","Female","Immigrants: All origins","Thousand","5.3"
"Estimated Migration (Persons in April)","2019","65 years and over","Both sexes","Net migration","Thousand","2.8"
"Estimated Migration (Persons in April)","2019","65 years and over","Both sexes","Emigrants: All destinations","Thousand","1.4"
"Estimated Migration (Persons in April)","2019","65 years and over","Both sexes","Immigrants: All origins","Thousand","4.2"
"Estimated Migration (Persons in April)","2019","65 years and over","Male","Net migration","Thousand","1.2"
"Estimated Migration (Persons in April)","2019","65 years and over","Male","Emigrants: All destinations","Thousand","0.5"
"Estimated Migration (Persons in April)","2019","65 years and over","Male","Immigrants: All origins","Thousand","1.8"
"Estimated Migration (Persons in April)","2019","65 years and over","Female","Net migration","Thousand","1.6"
"Estimated Migration (Persons in April)","2019","65 years and over","Female","Emigrants: All destinations","Thousand","0.8"
"Estimated Migration (Persons in April)","2019","65 years and over","Female","Immigrants: All origins","Thousand","2.5"
"Estimated Migration (Persons in April)","2020","All ages","Both sexes","Net migration","Thousand","44.7"
"Estimated Migration (Persons in April)","2020","All ages","Both sexes","Emigrants: All destinations","Thousand","50.9"
"Estimated Migration (Persons in April)","2020","All ages","Both sexes","Immigrants: All origins","Thousand","95.6"
"Estimated Migration (Persons in April)","2020","All ages","Male","Net migration","Thousand","21.5"
"Estimated Migration (Persons in April)","2020","All ages","Male","Emigrants: All destinations","Thousand","25.4"
"Estimated Migration (Persons in April)","2020","All ages","Male","Immigrants: All origins","Thousand","46.9"
"Estimated Migration (Persons in April)","2020","All ages","Female","Net migration","Thousand","23.2"
"Estimated Migration (Persons in April)","2020","All ages","Female","Emigrants: All destinations","Thousand","25.5"
"Estimated Migration (Persons in April)","2020","All ages","Female","Immigrants: All origins","Thousand","48.7"
"Estimated Migration (Persons in April)","2020","0 - 14 years","Both sexes","Net migration","Thousand","4"
"Estimated Migration (Persons in April)","2020","0 - 14 years","Both sexes","Emigrants: All destinations","Thousand","6.6"
"Estimated Migration (Persons in April)","2020","0 - 14 years","Both sexes","Immigrants: All origins","Thousand","10.6"
"Estimated Migration (Persons in April)","2020","0 - 14 years","Male","Net migration","Thousand","2.6"
"Estimated Migration (Persons in April)","2020","0 - 14 years","Male","Emigrants: All destinations","Thousand","2.9"
"Estimated Migration (Persons in April)","2020","0 - 14 years","Male","Immigrants: All origins","Thousand","5.5"
"Estimated Migration (Persons in April)","2020","0 - 14 years","Female","Net migration","Thousand","1.4"
"Estimated Migration (Persons in April)","2020","0 - 14 years","Female","Emigrants: All destinations","Thousand","3.8"
"Estimated Migration (Persons in April)","2020","0 - 14 years","Female","Immigrants: All origins","Thousand","5.1"
"Estimated Migration (Persons in April)","2020","15 - 24 years","Both sexes","Net migration","Thousand","6.6"
"Estimated Migration (Persons in April)","2020","15 - 24 years","Both sexes","Emigrants: All destinations","Thousand","15.4"
"Estimated Migration (Persons in April)","2020","15 - 24 years","Both sexes","Immigrants: All origins","Thousand","22"
"Estimated Migration (Persons in April)","2020","15 - 24 years","Male","Net migration","Thousand","3.2"
"Estimated Migration (Persons in April)","2020","15 - 24 years","Male","Emigrants: All destinations","Thousand","6.6"
"Estimated Migration (Persons in April)","2020","15 - 24 years","Male","Immigrants: All origins","Thousand","9.8"
"Estimated Migration (Persons in April)","2020","15 - 24 years","Female","Net migration","Thousand","3.5"
"Estimated Migration (Persons in April)","2020","15 - 24 years","Female","Emigrants: All destinations","Thousand","8.8"
"Estimated Migration (Persons in April)","2020","15 - 24 years","Female","Immigrants: All origins","Thousand","12.2"
"Estimated Migration (Persons in April)","2020","25 - 44 years","Both sexes","Net migration","Thousand","25"
"Estimated Migration (Persons in April)","2020","25 - 44 years","Both sexes","Emigrants: All destinations","Thousand","26"
"Estimated Migration (Persons in April)","2020","25 - 44 years","Both sexes","Immigrants: All origins","Thousand","51"
"Estimated Migration (Persons in April)","2020","25 - 44 years","Male","Net migration","Thousand","12"
"Estimated Migration (Persons in April)","2020","25 - 44 years","Male","Emigrants: All destinations","Thousand","14"
"Estimated Migration (Persons in April)","2020","25 - 44 years","Male","Immigrants: All origins","Thousand","25.9"
"Estimated Migration (Persons in April)","2020","25 - 44 years","Female","Net migration","Thousand","13"
"Estimated Migration (Persons in April)","2020","25 - 44 years","Female","Emigrants: All destinations","Thousand","12"
"Estimated Migration (Persons in April)","2020","25 - 44 years","Female","Immigrants: All origins","Thousand","25.1"
"Estimated Migration (Persons in April)","2020","45 - 64 years","Both sexes","Net migration","Thousand","6.9"
"Estimated Migration (Persons in April)","2020","45 - 64 years","Both sexes","Emigrants: All destinations","Thousand","2.4"
"Estimated Migration (Persons in April)","2020","45 - 64 years","Both sexes","Immigrants: All origins","Thousand","9.3"
"Estimated Migration (Persons in April)","2020","45 - 64 years","Male","Net migration","Thousand","2.4"
"Estimated Migration (Persons in April)","2020","45 - 64 years","Male","Emigrants: All destinations","Thousand","1.8"
"Estimated Migration (Persons in April)","2020","45 - 64 years","Male","Immigrants: All origins","Thousand","4.2"
"Estimated Migration (Persons in April)","2020","45 - 64 years","Female","Net migration","Thousand","4.5"
"Estimated Migration (Persons in April)","2020","45 - 64 years","Female","Emigrants: All destinations","Thousand","0.7"
"Estimated Migration (Persons in April)","2020","45 - 64 years","Female","Immigrants: All origins","Thousand","5.1"
"Estimated Migration (Persons in April)","2020","65 years and over","Both sexes","Net migration","Thousand","2.2"
"Estimated Migration (Persons in April)","2020","65 years and over","Both sexes","Emigrants: All destinations","Thousand","0.4"
"Estimated Migration (Persons in April)","2020","65 years and over","Both sexes","Immigrants: All origins","Thousand","2.7"
"Estimated Migration (Persons in April)","2020","65 years and over","Male","Net migration","Thousand","1.4"
"Estimated Migration (Persons in April)","2020","65 years and over","Male","Emigrants: All destinations","Thousand","0.2"
"Estimated Migration (Persons in April)","2020","65 years and over","Male","Immigrants: All origins","Thousand","1.5"
"Estimated Migration (Persons in April)","2020","65 years and over","Female","Net migration","Thousand","0.9"
"Estimated Migration (Persons in April)","2020","65 years and over","Female","Emigrants: All destinations","Thousand","0.3"
"Estimated Migration (Persons in April)","2020","65 years and over","Female","Immigrants: All origins","Thousand","1.1"
"Estimated Migration (Persons in April)","2021","All ages","Both sexes","Net migration","Thousand","21.8"
"Estimated Migration (Persons in April)","2021","All ages","Both sexes","Emigrants: All destinations","Thousand","52.3"
"Estimated Migration (Persons in April)","2021","All ages","Both sexes","Immigrants: All origins","Thousand","74.1"
"Estimated Migration (Persons in April)","2021","All ages","Male","Net migration","Thousand","10.8"
"Estimated Migration (Persons in April)","2021","All ages","Male","Emigrants: All destinations","Thousand","25.4"
"Estimated Migration (Persons in April)","2021","All ages","Male","Immigrants: All origins","Thousand","36.2"
"Estimated Migration (Persons in April)","2021","All ages","Female","Net migration","Thousand","11"
"Estimated Migration (Persons in April)","2021","All ages","Female","Emigrants: All destinations","Thousand","26.9"
"Estimated Migration (Persons in April)","2021","All ages","Female","Immigrants: All origins","Thousand","37.9"
"Estimated Migration (Persons in April)","2021","0 - 14 years","Both sexes","Net migration","Thousand","2.8"
"Estimated Migration (Persons in April)","2021","0 - 14 years","Both sexes","Emigrants: All destinations","Thousand","4.7"
"Estimated Migration (Persons in April)","2021","0 - 14 years","Both sexes","Immigrants: All origins","Thousand","7.5"
"Estimated Migration (Persons in April)","2021","0 - 14 years","Male","Net migration","Thousand","0.6"
"Estimated Migration (Persons in April)","2021","0 - 14 years","Male","Emigrants: All destinations","Thousand","2.7"
"Estimated Migration (Persons in April)","2021","0 - 14 years","Male","Immigrants: All origins","Thousand","3.3"
"Estimated Migration (Persons in April)","2021","0 - 14 years","Female","Net migration","Thousand","2.2"
"Estimated Migration (Persons in April)","2021","0 - 14 years","Female","Emigrants: All destinations","Thousand","2"
